point,title,market
220 P, 노랑대추방울토마토(무농약)/500g/팩/특, 하나로마트
780 P, 오렌지(저탄소/한라봉)/1.5kg/8내/박스/특, 하나로마트
170 P, 홍시(저탄소)/6입/팩/국산, 하나로마트
11500 P, 오렌지(저탄소/황금향)/10kg/특품, 하나로마트
1030 P, 감귤(저탄소/3kg/박스/M~S자/특), 하나로마트
1000 P, 감귤(친환경/4.5kg/박스/특), 하나로마트
1610 P, 감귤(저탄소/3kg/박스/특), 하나로마트
740 P, 감귤(저탄소/3kg/박스/2L/특), 하나로마트
550 P, 대추방울토마토(친환경)/2kg/박스, 하나로마트
350 P, 배(친환경/3kg/박스/특/국산), 하나로마트
1880 P, 대추방울토마토(아침마루)/5kg/박스/특(상품화), 하나로마트
400 P, 감귤(친환경/3kg/박스/특), 하나로마트
2000 P, [친환경]깨 3종 모음(유기농/1kg), 올가홀푸드
600 P, [친환경]흑미보리밥(유기농/1kg), 올가홀푸드
550 P, [친환경]지방점 딸기(무농약/480g)*2팩, 올가홀푸드
5450 P, 유기농명품사과세트, 초록마을
1990 P, 유기농황매실, 초록마을
1990 P, 유기농초록청매실(특), 초록마을
2750 P, 유기농청매실(실속), 초록마을
3490 P, 유기농청매실(특), 초록마을
3750 P, 유기농청매실(왕특), 초록마을
750 P, 무농약 수박(잔/4~5kg), 두레생협
770 P, 오이맛고추(2kg/무농약), 두레생협
4350 P, 두레 사과(5kg), 두레생협
8250 P, 두레 사과(10kg/40과), 두레생협
11950 P, 두레 명품사과, 두레생협
850 P, 친환경사과(1봉), 두레생협
1030 P, 못난이 포도(3kg/무농약), 두레생협
3400 P, 매실(10kg/무농약 이상), 올가홀푸드
22880 P, (포장저감)서리콩(10kg/유기), 두레생협
1810 P, 샤인머스켓(/1kg/유기), 두레생협
1140 P, 아이스블루베리(1kg/무농약), 두레생협
450 P, 씨째먹는 건포도(130g/유기), 두레생협
310 P, 알토란(1kg/유기), 두레생협
750 P, 친환경 블루베리(200g), 두레생협
4160 P, 오이(60개/포장저감), 두레생협
210 P, 마늘종(200g/무농약), 두레생협
1010 P, 깐녹두(500g/유기/해남), 두레생협
90 P, 레드치커리(150g/유기), 두레생협
490 P, [친환경]완숙토마토(무농약/2kg), 올가홀푸드
490 P, 친환경3팩]청도반시(무농약/5-6입), 올가홀푸드
2290 P, [직원친환경]의성 황토 백미(무농약/10kg), 올가홀푸드
490 P, [친환경]못난이 친환경 사과 3kg, 올가홀푸드
1120 P, 쌀가게]함평 백미찹쌀(무농약/4kg), 올가홀푸드
520 P, 순샘 구연산x자몽향 500ml 용기, 애경산업
520 P, 순샘 베이킹소다x피톤치드향 500mL 용기, 애경산업
970 P, 순샘 구연산x자몽향 1.2L 리필, 애경산업
970 P, 순샘 베이킹소다x피톤치드향 1.2L 리필, 애경산업
1050 P, 순샘 리얼 식초를 담은 주방세제 2.1L, 애경산업
730 P, 트리오 베이킹소다를 담은 주방세제 700ML 용기, 애경산업
970 P, 트리오 베이킹소다 1.2L 리필, 애경산업
2970 P, 그린알로 13kg 용기, 애경산업
4930 P, 소티점보롤 500m(엠보), 신창제지공업
720 P, 달콤한 베지밀 비[190mL]*16, 정식품
720 P, 담백한 베지밀 에이[190mL]*16, 정식품
1000 P, 베지밀 토들러 프리미엄 3 190G x 16EA, 정식품
750 P, 베지밀 프리미엄 토들러 3 190G x 16EA, 정식품
30 P, 베지밀 토들러 프리미엄 3 190G x 1EA, 정식품
1000 P, 베지밀 토들러 프리미엄 3 190G x 16EA, 정식품
1000 P, 베지밀 토들러 프리미엄 2 190G x 16EA, 정식품
1000 P, 베지밀 인펀트 프리미엄 1 190G x 16EA, 정식품
750 P, 베지밀 토들러 프리미엄 2 16 190G x 16EA, 정식품
30 P, 베지밀 토들러 프리미엄 2 190G x 1EA, 정식품
750 P, 베지밀 인펀트 프리미엄 1 190G x 16EA, 정식품
30 P, 베지밀 인펀트 프리미엄 1 190G x 1EA, 정식품
800 P, 달콤한 베지밀 비[190mL]*24, 정식품
800 P, 담백한 베지밀 에이[190mL]*24, 정식품
240 P, 종가집 무농약 국산 다진마늘 140g, 이마트
810 P, 트리오베이킹소다주방세제_2.3L, 애경산업
1630 P, 트리오 홍초를 담은 주방세제 2.3L, 애경산업
1200 P, 순샘 구연산x자몽향 2L 파우치, 애경산업
1330 P, 자연퐁 뿌려쓰는 주방세제 애플향, 엘지생활건강
450 P, 홈스타 오렌지파워액션 욕실+주방 세정제 500ml, 엘지생활건강
450 P, 천연오렌지오일담은 친환경주방세제 코코넛, 엘지생활건강
740 P, [친환경]친환경 서리태(친환경/800g), 올가홀푸드
440 P, [친환경]유기농 현미(유기농/1.8kg), 올가홀푸드
440 P, [친환경]유기농 백미(유기농/1.8kg), 올가홀푸드
320 P, 친환경]올가 흑미(유기농/800g), 올가홀푸드
520 P, [친환경]콩국수용 친환경 흰콩(유기농/800g), 올가홀푸드
670 P, (햇)해바라기씨(150g/무농약), 두레생협
240 P, [친환경]백미(무농약/1kg), 올가홀푸드
1190 P, 백미찹쌀(무농약/4kg), 올가홀푸드
1170 P, 현미찹쌀(무농약/4kg), 올가홀푸드
940 P, [친환경]찹쌀묶음(유기농/백미찹쌀2kg/현미찹쌀2kg), 올가홀푸드
1290 P, 백미찹쌀(유기농/4kg), 올가홀푸드
1250 P, 현미찹쌀(유기농/4kg), 올가홀푸드
470 P, 갈색오분도미(무농약/1kg), 올가홀푸드
460 P, 갈색현미(무농약/1kg), 올가홀푸드
2590 P, 원삼유기농쌀(고시히카리)8/국산, 이마트
1270 P, 유기농쌀3.5kg(고시히카리), 이마트
1770 P, 유기농백미10kg, 원삼농협 건조저장센터(가공)
160 P, 냉동 유기농 다진단호박 100g, 이마트
190 P, 냉동 유기농 다진브로콜리 90g, 이마트
160 P, 냉동 유기농 다진양배추 100g, 이마트
290 P, 냉동다진청양(180g/유기), 두레생협
80 P, 무농약이상_깐양파(1입), 초록마을
80 P, 무농약이상_깐대파, 초록마을
280 P, 냉동다진마늘(180g/유기농), 두레생협
370 P, 냉동다진생강(180g/무농약), 두레생협
160 P, 무농약이상_파채, 초록마을
120 P, 생취나물(무농약/150g), 올가홀푸드
390 P, 서리맞은무청시래기(유기농/300g), 올가홀푸드
190 P, 유기농깐마늘, 초록마을
200 P, 무농약이상_우엉채, 초록마을
270 P, 단호박(400g/튀김용/무농약), 두레생협
270 P, 슈가랩 에코위생장갑(50매), 에코매스코리아
270 P, 슈가랩 에코위생장갑(50매), 에코매스
450 P, 슈가랩 에코백(25*35), 에코매스
910 P, 슈가랩 에코백(25*40), 에코매스
940 P, 롤백(27*37), 에코매스
2370 P, 슈가랩 천사유아식판, 에코매스
2250 P, CHOBS 찹스 친환경 트리트먼트 버블 비건 500ml, 씨에이치하모니
2250 P, CHOBS 찹스 친환경 샴푸 버블 비건 500ml, 씨에이치하모니
2250 P, CHOBS 찹스 친환경 바디워시 버블 비건 500ml, 씨에이치하모니
2250 P, 함소아 친환경 빨대, 함소아제약
3900 P, 청옥로즈 핸드타올, 청옥보호작업장
1950 P, 청옥로즈35M, 청옥보호작업장
5400 P, 청옥로즈점보롤300M 2PLY 엠보싱, 청옥보호작업장
5400 P, 청옥로즈점보롤500M 엠보싱, 청옥보호작업장
2100 P, 친환경짤주머니-18(A형), 엘케이베이크웨어
1500 P, 친환경짤주머니-14, 엘케이베이크웨어
640 P, 담양 설향 딸기(무농약/500g), 올가홀푸드
1330 P, 유니시티 주방세제, 유니시티코리아(유)
2980 P, 유니시티 세탁세제, 유니시티코리아(유)
120 P, DY-130 공기, 동양ENG산업
270 P, DY-도시락, 동양ENG산업
290 P, DY-230 접시, 동양ENG산업
210 P, DY-200 접시, 동양ENG산업
160 P, DY-180 접시, 동양ENG산업
130 P, DY-140 접시, 동양ENG산업
70 P, DY-100 접시, 동양ENG산업
6750 P, 산림욕기 S200 리필액 (600ml*4개), 숲에서
860 P, 현미(4kg/무농약/도정행사용), 두레생협
620 P, 청정제주 유기가루녹차(200g), 이마트
120 P, 무농약이상_대파, 초록마을
300 P, 슈가랩 에코위생장갑(200매), 에코매스코리아
390 P, 유기농찹쌀 1kg, 이마트
520 P, 통배추(2포기/무농약), 두레생협
150 P, 적양파(1kg/무농약), 두레생협
440 P, 부추(1kg/무농약/급식), 두레생협
160 P, 양파(1kg/무농약), 두레생협
350 P, 늙은호박(3kg이상/무농약), 두레생협
100 P, 얼갈이(400g/무농약), 두레생협
130 P, 파(500g/무농약), 두레생협
4300 P, 음나무순(2kg/유기), 두레생협
150 P, 갓(1kg/무농약), 두레생협
700 P, 더덕(1kg/소과), 두레생협
1050 P, 절임배추(5kg/유기), 두레생협
1030 P, 깐마늘(1kg/무농약/대용량), 두레생협
770 P, 토마토(2kg/무농약), 두레생협
900 P, 대추방울토마토(3kg/무농약), 두레생협
770 P, 통배추(추가/3통/무농약), 두레생협
850 P, 더덕(햇/500g/무농약), 두레생협
70 P, 당근(300g/무농약), 두레생협
530 P, 찹쌀현미(2kg/유기/햅쌀), 두레생협
550 P, 찹쌀백미(2kg/유기), 두레생협
500 P, 찹쌀현미(2kg/무농약/강화), 두레생협
600 P, 밤고구마(햇/2kg/무농약/원주), 두레생협
440 P, 못난이 호박고구마(1.8kg/무농약), 두레생협
240 P, 한입꿀고구마(1kg/무농약), 두레생협
1700 P, 하지감자(10Kg/무농약), 두레생협
300 P, 한입호박고구마(1kg/무농약), 두레생협
530 P, 찹쌀백미(2kg/무농약/강화), 두레생협
570 P, 햇찰수수(500g/유기), 두레생협
150 P, 고들빼기(200g/무농약), 두레생협
620 P, 팥(500g/유기), 두레생협
630 P, 팥(500g/무농약), 두레생협
480 P, 대서마(1kg/무농약), 두레생협
1990 P, 유기김 선물세트3호, 이마트
1490 P, 유기김 선물세트2호, 이마트
640 P, 유기김 선물세트 1호, 이마트
170 P, 유기농 배 그대로[15g], 에이뷰
170 P, 유기농 사과 그대로[15g], 에이뷰
190 P, 유기농 딸기 그대로[15g], 에이뷰
220 P, 유기인증 바다향가득 곱창돌김(6입/도시락), 이마트
200 P, 유기인증받은 자른다시마, 이마트
140 P, 유기인증 엄마가 선택한 맛있는돌김 8입, 이마트
140 P, 유기인증 엄마가 선택한 맛있는 재래김 8봉, 이마트
60 P, 유기인증받은 실미역50g, 이마트
160 P, 유기인증받은 자른미역80g, 이마트
140 P, 유기 두번구운 김밥용김, 이마트
140 P, 자연주의 유기농 초콜릿 곡물 크런치, 이마트
90 P, 자연주의 유기농 콘칩, 이마트
740 P, 자연주의 유기농 오트밀, 이마트
90 P, 유기농 쌀떡뻥 25g, 이마트
340 P, 유기농 유정란(10입), 이마트
190 P, 유기농참쌀누룽지160g, 이마트
190 P, 유기농오곡누룽지160g, 이마트
1500 P, 디앙 커피용 일회용 스트로우(중), 동일프라텍
440 P, 뽕잎말림(100g/새순차용), 두레생협
440 P, 뽕잎말림(100g/나물용), 두레생협
170 P, 올가 유기농 현미스낵 70g, 올가홀푸드
470 P, 노브랜드 국내산 현미로 만든 스틱 미숫가루[600g], 청오건강 농업회사법인
240 P, 유기농 쌀가루(조각쌀/파우치), 이마트
190 P, 유기농 쌀가루(분말/파우치), 이마트
340 P, 유기농 찹쌀가루(조각쌀), 이마트
340 P, 유기농 찹쌀가루(분말), 이마트
340 P, 유기농 쌀가루(조각쌀), 이마트
340 P, 유기농 쌀가루(분말), 이마트
1090 P, 감귤(친환경/4.5kg/박스/특), 하나로마트
80 P, 오렌지(무농약/황금향)/개/특/국내산, 하나로마트
11700 P, 배(저탄소/15kg/박스/25내), 하나로마트
3050 P, 배(유기농)/7.5kg/12내/박스, 하나로마트
1460 P, 비가림감귤(저탄소/2kg/박스), 하나로마트
400 P, 대저토마토(친환경/1.2kg/팩), 하나로마트
1090 P, 배(저탄소)/4입/봉지/상, 하나로마트
2240 P, 참외(저탄소)1.5kg/봉지/특, 하나로마트
3150 P, 참외(저탄소/)2kg/박스/특, 하나로마트
470 P, 토마토(친환경/짭짤이/무농약)/500g/팩/특, 하나로마트
550 P, 참외(유기농)/1kg/봉지/특, 하나로마트
720 P, 사과(유기농)/2.5kg/박스, 하나로마트
260 P, 딸기(무농약)/500g/팩/특/국산, 하나로마트
260 P, 딸기(무농약)/500g/팩/상, 하나로마트
1260 P, 토마토(무농약/대저)/5KG/박스/식자재용, 하나로마트
520 P, 토마토(친환경/대저)1.5kg/팩/상품화, 하나로마트
480 P, 토마토(친환경/대저)/1.2KG/팩/특, 하나로마트
6820 P, 배(저탄소)/7.5kg/10내/국산(천안)/실속, 하나로마트
2730 P, 곶감(무농약)/20개(50g~55g)/박스/예천, 하나로마트
1810 P, 비가림감귤(저탄소)/3kg/박스/소과, 하나로마트
1360 P, 감귤(저탄소)/3kg/박스/특, 하나로마트
15210 P, 사과(저탄소/혼합원물용)/15kg/박스/특, 하나로마트
3020 P, 오렌지(저탄소/레드향)/2kg/12내/박스, 하나로마트
15600 P, 사과(저탄소)/15kg/40내/특, 하나로마트
870 P, 단감(저탄소)/5입/포트/특, 하나로마트
60 P, 상추(친환경/포기로메인)250g/봉지/특/특품, 하나로마트
60 P, 상추(친환경/포기상추)250g/봉지/특/특품, 하나로마트
1810 P, 레드향(저탄소/1.5kg/팩/특), 하나로마트
8580 P, 혼합세트2호(저탄소)/배5사과6/박스/특, 하나로마트
5850 P, 사과(저탄소)/15과/박스/특, 하나로마트
1170 P, 쌀가게]함평 현미찹쌀(무농약/4kg), 올가홀푸드
2170 P, [산지]의성 황토 백미(무농약/10kg), 올가홀푸드
990 P, [산지]의성 황토 백미(무농약/4kg), 올가홀푸드
1400 P, [산지]자두 2kg, 올가홀푸드
970 P, [산지]의성 황토 현미(무농약/4kg), 올가홀푸드
2010 P, 단감(2kg/두레인증), 두레생협
110 P, 오이맛고추(150g/무농약), 두레생협
50 P, 행복 채소(파/500g), 두레생협
830 P, 청양고추(2kg/절임용), 두레생협
120 P, 무농약이상_자색양파, 초록마을
420 P, 무농약이상_오이(5입), 초록마을
240 P, 친환경 양파 1kg, 이마트
140 P, 친환경 오이맛 고추(봉), 이마트
240 P, 친환경 양배추(통), 이마트
290 P, 친환경 양배추(통), 이마트
90 P, 친환경 당근한뿌리(봉), 이마트
190 P, 유기농 남해마늘쫑(200g/봉), 이마트
170 P, 친환경 당근(650g/봉), 이마트
140 P, 친환경 풋고추(봉), 이마트
240 P, 친환경가계절약양파(1kg), 이마트
290 P, 친환경 감말랭이(200g/파우치), 이마트
170 P, 친환경 남해땅두릅(150g/팩), 이마트
490 P, 친환경 고구마 900g, 이마트
340 P, 무농약남해참다래(1+1/팩), 이마트
240 P, 친환경 감자(800g/봉), 이마트
420 P, 친환경남해통마늘800g/망, 이마트
190 P, 친환경남해시금치(200g/봉), 이마트
2990 P, 친환경 한라봉 세트, 이마트
470 P, 친환경 하우스감귤(900g/팩), 이마트
790 P, 무농약 상주곶감(제수용/특/10입), 이마트
570 P, 무농약 한단딸기(500g/특), 이마트
3490 P, 유기농 배세트(9입), 이마트
450 P, 천연오렌지오일담은 친환경주방세제 오렌지, 엘지생활건강
2120 P, 코디 점보롤 600m(1겹)*4, 쌍용씨앤비
2830 P, 코디 에코그린 30*30(트레이더스), 쌍용씨앤비
2750 P, [산지]친환경 복숭아_황도(유기농/4kg)10~16입, 올가홀푸드
90 P, 무농약 양배추 슬라이스 100g, 올가홀푸드
470 P, [자연재배]지리산건고사리(유기농/60g), 올가홀푸드
740 P, 친환경 제주 블루베리(무농약/100g)*2팩, 올가홀푸드
2250 P, [산지]친환경 제주 블루베리(유기농/1kg), 올가홀푸드
4250 P, [산지]오디(유기농/3kg), 올가홀푸드
490 P, [친환경]올가 보리(유기농/1kg)*2입, 올가홀푸드
890 P, [친환경]올가 서리태(유기농/450g)*2입, 올가홀푸드
1340 P, 자연주의 유기농 하이아미쌀 4kg, 이마트
470 P, 자연주의 유기농 가바백미 1 kg, 이마트
1940 P, 자연주의 유기농 가바백미 4 kg, 이마트
500 P, 땅끝미가 유기농 가바 현미 1 kg, 이마트
940 P, 땅끝미가 유기농쥐눈이콩 800g, 이마트
460 P, 눈큰흑찰(800g/유기), 두레생협
590 P, 땅끝미가 유기농가바흑미 1kg, 이마트
440 P, 땅끝미가 유기농가바현미 1kg, 이마트
470 P, 땅끝미가 유기농가바백미 1kg, 이마트
890 P, 땅끝미가 유기농가바발아흑미 1kg, 이마트
790 P, 땅끝미가 유기농가바발아현미 1kg, 이마트
1440 P, 땅끝미가 유기농가바백미 3kg, 이마트
440 P, 땅끝미가 유기농귀리 800g, 이마트
390 P, 유기농검정보리 1kg, 이마트
320 P, 땅끝미가 유기농찰현미 1kg, 이마트
340 P, 땅끝미가 유기농찹쌀 1kg, 이마트
1340 P, 유기농 하이아미쌀 4kg, 이마트
410 P, 가바흑미(800g/유기), 두레생협
390 P, 유기농 하양가바현미(800g), 이마트
490 P, 유기농 하양가바쌀백미(1kg), 이마트
240 P, 단호박(400g/죽용/무농약), 두레생협
410 P, 삶은무시래기(1kg/무농약/급식), 두레생협
1210 P, 삶은고사리(1kg/무농약/급식), 두레생협
640 P, 친환경 건나물 3종(무농약120g), 올가홀푸드
1000 P, 무농약 울금가루 120g, 올가홀푸드
100 P, 몸에단비 무농약 작두콩차 500ml, 올가홀푸드
750 P, [옴니허브]무농약 볶은도라지차 80g, 올가홀푸드
650 P, [옴니허브]유기농 돼지감자차 120g, 올가홀푸드
1300 P, [옴니허브]무농약우엉차, 올가홀푸드
300 P, [옴니허브]유기농귤피차 2g x 25티백, 올가홀푸드
